param n := 75;
param c := 150;
param w := 
1 147
2 146
3 143
4 140
5 139
6 138
7 132
8 131
9 131
10 130
11 130
12 129
13 126
14 125
15 124
16 121
17 120
18 120
19 117
20 117
21 115
22 114
23 113
24 110
25 108
26 102
27 101
28 99
29 99
30 97
31 96
32 93
33 90
34 87
35 85
36 82
37 81
38 74
39 72
40 68
41 67
42 67
43 65
44 64
45 64
46 64
47 63
48 62
49 61
50 51
51 51
52 50
53 49
54 46
55 46
56 42
57 41
58 40
59 39
60 39
61 39
62 37
63 31
64 29
65 29
66 29
67 28
68 26
69 14
70 11
71 9
72 6
73 5
74 5
75 1
;
