param n := 75;
param c := 150;
param w := 
1 150
2 149
3 148
4 147
5 146
6 146
7 145
8 145
9 143
10 142
11 140
12 139
13 138
14 137
15 136
16 135
17 135
18 135
19 130
20 130
21 129
22 124
23 122
24 120
25 116
26 115
27 107
28 107
29 102
30 101
31 99
32 98
33 97
34 94
35 93
36 91
37 89
38 89
39 87
40 86
41 85
42 84
43 81
44 77
45 77
46 76
47 75
48 73
49 72
50 69
51 69
52 66
53 63
54 50
55 50
56 49
57 42
58 37
59 35
60 30
61 30
62 24
63 20
64 13
65 12
66 12
67 11
68 11
69 11
70 11
71 7
72 6
73 4
74 4
75 4
;
