param n := 75;
param c := 150;
param w := 
1 149
2 148
3 147
4 144
5 142
6 141
7 140
8 138
9 136
10 136
11 134
12 132
13 128
14 128
15 127
16 122
17 120
18 119
19 119
20 118
21 114
22 113
23 112
24 108
25 106
26 104
27 104
28 103
29 102
30 100
31 99
32 98
33 97
34 96
35 96
36 96
37 94
38 94
39 91
40 87
41 84
42 78
43 72
44 72
45 70
46 70
47 69
48 64
49 61
50 58
51 52
52 52
53 48
54 44
55 42
56 38
57 37
58 36
59 34
60 33
61 32
62 31
63 31
64 28
65 27
66 21
67 20
68 19
69 17
70 16
71 15
72 11
73 8
74 4
75 2
;
