param n := 75;
param c := 150;
param w := 
1 150
2 149
3 149
4 145
5 145
6 143
7 137
8 136
9 136
10 135
11 133
12 131
13 129
14 128
15 126
16 124
17 123
18 123
19 121
20 120
21 120
22 119
23 112
24 109
25 107
26 105
27 101
28 99
29 99
30 99
31 95
32 93
33 91
34 91
35 90
36 89
37 87
38 80
39 79
40 78
41 77
42 77
43 75
44 74
45 74
46 74
47 71
48 69
49 69
50 65
51 63
52 60
53 59
54 56
55 52
56 51
57 50
58 47
59 37
60 36
61 35
62 33
63 29
64 27
65 26
66 16
67 15
68 15
69 11
70 7
71 5
72 5
73 4
74 4
75 1
;
