param n := 100;
param c := 150;
param w := 
1 150
2 149
3 148
4 147
5 147
6 146
7 145
8 145
9 144
10 143
11 142
12 142
13 140
14 140
15 140
16 138
17 137
18 136
19 136
20 135
21 135
22 135
23 135
24 134
25 130
26 129
27 128
28 128
29 127
30 124
31 122
32 120
33 119
34 119
35 118
36 116
37 115
38 113
39 113
40 111
41 108
42 107
43 107
44 104
45 103
46 103
47 102
48 102
49 100
50 98
51 98
52 98
53 97
54 96
55 96
56 96
57 96
58 93
59 93
60 90
61 89
62 84
63 84
64 81
65 76
66 73
67 71
68 71
69 70
70 69
71 65
72 58
73 52
74 50
75 43
76 41
77 41
78 37
79 37
80 33
81 32
82 31
83 31
84 30
85 27
86 26
87 15
88 14
89 13
90 11
91 11
92 11
93 10
94 10
95 10
96 10
97 6
98 3
99 3
100 3
;
