param n := 100;
param c := 150;
param w := 
1 149
2 144
3 142
4 141
5 140
6 139
7 135
8 134
9 132
10 132
11 131
12 129
13 128
14 125
15 125
16 122
17 120
18 119
19 117
20 115
21 114
22 113
23 108
24 108
25 106
26 106
27 104
28 104
29 103
30 94
31 94
32 94
33 93
34 92
35 91
36 90
37 89
38 89
39 88
40 87
41 86
42 81
43 78
44 77
45 74
46 72
47 72
48 71
49 70
50 68
51 68
52 63
53 60
54 60
55 59
56 55
57 55
58 54
59 53
60 51
61 47
62 47
63 46
64 45
65 45
66 39
67 39
68 39
69 39
70 37
71 36
72 36
73 35
74 35
75 34
76 34
77 31
78 30
79 30
80 29
81 29
82 28
83 27
84 26
85 24
86 22
87 22
88 20
89 20
90 19
91 19
92 16
93 15
94 13
95 11
96 11
97 8
98 7
99 1
100 0
;
