param n := 100;
param c := 150;
param w := 
1 150
2 147
3 147
4 146
5 145
6 144
7 143
8 142
9 141
10 139
11 138
12 135
13 133
14 133
15 133
16 130
17 126
18 123
19 116
20 114
21 114
22 111
23 111
24 109
25 108
26 107
27 107
28 105
29 105
30 103
31 100
32 99
33 96
34 95
35 93
36 92
37 91
38 88
39 87
40 87
41 86
42 85
43 83
44 83
45 80
46 79
47 78
48 73
49 73
50 72
51 72
52 71
53 71
54 69
55 66
56 65
57 63
58 62
59 61
60 61
61 60
62 57
63 53
64 47
65 42
66 42
67 41
68 40
69 39
70 39
71 39
72 39
73 37
74 34
75 34
76 33
77 32
78 31
79 30
80 23
81 23
82 23
83 22
84 21
85 20
86 20
87 20
88 19
89 19
90 18
91 18
92 15
93 13
94 13
95 9
96 8
97 6
98 6
99 2
100 1
;
