param n := 100;
param c := 150;
param w := 
1 150
2 148
3 145
4 145
5 143
6 138
7 136
8 136
9 135
10 132
11 131
12 130
13 129
14 128
15 128
16 127
17 126
18 125
19 125
20 123
21 122
22 121
23 120
24 120
25 118
26 118
27 118
28 117
29 116
30 115
31 113
32 112
33 108
34 108
35 108
36 108
37 106
38 104
39 103
40 103
41 102
42 98
43 94
44 92
45 91
46 89
47 87
48 86
49 86
50 85
51 83
52 83
53 81
54 79
55 79
56 79
57 79
58 78
59 78
60 75
61 71
62 69
63 68
64 68
65 67
66 67
67 67
68 64
69 62
70 59
71 58
72 58
73 56
74 55
75 53
76 51
77 51
78 51
79 49
80 46
81 42
82 42
83 42
84 41
85 41
86 37
87 36
88 35
89 30
90 29
91 26
92 26
93 26
94 22
95 17
96 14
97 13
98 13
99 11
100 11
;
