param n := 100;
param c := 150;
param w := 
1 148
2 147
3 147
4 146
5 143
6 139
7 139
8 138
9 136
10 133
11 132
12 132
13 130
14 129
15 120
16 120
17 119
18 117
19 114
20 113
21 112
22 112
23 112
24 111
25 111
26 109
27 107
28 107
29 105
30 103
31 101
32 98
33 97
34 94
35 92
36 91
37 90
38 90
39 89
40 87
41 87
42 85
43 84
44 84
45 83
46 83
47 78
48 77
49 76
50 74
51 71
52 70
53 69
54 65
55 65
56 63
57 63
58 62
59 61
60 56
61 55
62 52
63 52
64 51
65 50
66 49
67 49
68 48
69 45
70 45
71 42
72 34
73 34
74 33
75 33
76 32
77 30
78 29
79 28
80 25
81 23
82 23
83 22
84 19
85 16
86 15
87 14
88 13
89 13
90 12
91 11
92 8
93 6
94 5
95 4
96 3
97 2
98 2
99 1
100 0
;
