param n := 90;
param c := 150;
param w := 
1 140
2 140
3 140
4 140
5 140
6 140
7 140
8 140
9 140
10 140
11 140
12 140
13 140
14 140
15 140
16 140
17 140
18 140
19 140
20 140
21 140
22 140
23 140
24 140
25 140
26 140
27 140
28 140
29 140
30 140
31 5
32 5
33 5
34 5
35 5
36 5
37 5
38 5
39 5
40 5
41 5
42 5
43 5
44 5
45 5
46 5
47 5
48 5
49 5
50 5
51 5
52 5
53 5
54 5
55 5
56 5
57 5
58 5
59 5
60 5
61 5
62 5
63 5
64 5
65 5
66 5
67 5
68 5
69 5
70 5
71 5
72 5
73 5
74 5
75 5
76 5
77 5
78 5
79 5
80 5
81 5
82 5
83 5
84 5
85 5
86 5
87 5
88 5
89 5
90 5
;
