param n := 100;
param c := 150;
param w := 
1 148
2 145
3 144
4 143
5 140
6 138
7 137
8 136
9 131
10 129
11 128
12 126
13 122
14 120
15 120
16 118
17 117
18 113
19 110
20 108
21 108
22 108
23 107
24 105
25 104
26 103
27 102
28 102
29 101
30 99
31 96
32 95
33 90
34 90
35 88
36 88
37 86
38 85
39 84
40 83
41 83
42 82
43 80
44 79
45 77
46 77
47 76
48 75
49 74
50 73
51 73
52 73
53 71
54 71
55 67
56 67
57 65
58 64
59 63
60 61
61 60
62 57
63 54
64 53
65 52
66 51
67 50
68 49
69 49
70 48
71 48
72 47
73 46
74 46
75 45
76 44
77 43
78 42
79 42
80 41
81 39
82 39
83 34
84 33
85 32
86 31
87 31
88 30
89 29
90 28
91 28
92 25
93 22
94 22
95 19
96 18
97 15
98 14
99 9
100 2
;
