param n := 100;
param c := 150;
param w := 
1 149
2 148
3 147
4 146
5 143
6 141
7 140
8 139
9 137
10 136
11 132
12 132
13 131
14 130
15 130
16 129
17 127
18 126
19 125
20 125
21 124
22 121
23 120
24 119
25 117
26 117
27 115
28 115
29 114
30 114
31 114
32 113
33 111
34 109
35 108
36 107
37 104
38 103
39 100
40 98
41 98
42 97
43 95
44 93
45 92
46 92
47 91
48 91
49 89
50 86
51 86
52 85
53 81
54 78
55 74
56 68
57 67
58 67
59 63
60 63
61 63
62 62
63 61
64 61
65 50
66 50
67 49
68 48
69 46
70 46
71 43
72 43
73 40
74 39
75 39
76 38
77 37
78 35
79 32
80 32
81 30
82 29
83 28
84 28
85 23
86 20
87 19
88 14
89 13
90 11
91 10
92 8
93 8
94 7
95 6
96 5
97 5
98 4
99 2
100 0
;
