param n := 100;
param c := 150;
param w := 
1 150
2 149
3 149
4 148
5 147
6 146
7 145
8 144
9 140
10 139
11 137
12 133
13 131
14 131
15 131
16 131
17 130
18 130
19 129
20 127
21 125
22 123
23 123
24 122
25 121
26 121
27 120
28 118
29 117
30 117
31 112
32 109
33 109
34 107
35 107
36 104
37 103
38 101
39 100
40 97
41 96
42 92
43 91
44 90
45 89
46 84
47 83
48 82
49 77
50 71
51 70
52 69
53 69
54 67
55 67
56 62
57 61
58 61
59 61
60 59
61 58
62 57
63 56
64 56
65 55
66 55
67 53
68 52
69 51
70 51
71 51
72 51
73 50
74 48
75 48
76 48
77 47
78 47
79 44
80 43
81 42
82 40
83 36
84 34
85 33
86 32
87 26
88 24
89 15
90 13
91 9
92 8
93 6
94 6
95 4
96 4
97 3
98 2
99 1
100 0
;
